ID_Commande,Canal_Marketing,CAC,Impressions,Clics
M-60749,Meta (FB/IG),34.34,828,19
M-60750,Meta (FB/IG),37.69,518,10
M-60751,Google Search,49.43,388,7
M-60752,TikTok Ads,20.42,338,12
M-60753,TikTok Ads,21.31,847,33
M-60754,Google Search,47.27,863,12
M-60755,Meta (FB/IG),36.49,456,9
M-60756,Google Search,46.76,416,7
M-60757,SEO/Direct,4.51,928,6
M-60758,Google Search,46.33,914,8
M-60759,Google Search,45.64,830,14
M-60760,TikTok Ads,19.91,912,46
M-60761,Meta (FB/IG),33.16,773,20
M-60762,Google Search,44.94,381,5
M-60763,SEO/Direct,4.55,617,2
M-60764,TikTok Ads,21.55,502,19
M-60765,SEO/Direct,4.7,176,1
M-60766,SEO/Direct,4.96,683,3
M-60767,Meta (FB/IG),34.76,120,2
M-60768,TikTok Ads,23.48,815,33
M-60769,Google Search,43.52,429,5
M-60770,SEO/Direct,4.91,415,2
M-60771,Google Search,48.06,804,13
M-60772,SEO/Direct,4.8,994,2
M-60773,TikTok Ads,20.01,933,33
M-60774,Google Search,46.84,467,7
M-60775,Google Search,46.37,292,3
M-60776,SEO/Direct,5.13,433,1
M-60777,TikTok Ads,24.02,840,42
M-60778,Google Search,41.54,142,2
M-60779,SEO/Direct,5.34,985,2
M-60780,TikTok Ads,24.06,330,15
M-60781,Meta (FB/IG),37.28,108,1
M-60782,SEO/Direct,5.18,615,4
M-60783,SEO/Direct,5.22,637,2
M-60784,SEO/Direct,4.93,363,2
M-60785,Meta (FB/IG),32.38,160,3
M-60786,Meta (FB/IG),33.53,623,14
M-60787,Meta (FB/IG),34.51,704,23
M-60788,Google Search,47.29,298,3
M-60789,Google Search,44.24,827,12
M-60790,Meta (FB/IG),31.52,977,26
M-60791,Google Search,47.39,906,13
M-60792,TikTok Ads,22.73,658,40
M-60793,Meta (FB/IG),38.44,751,17
M-60794,Google Search,46.0,830,10
M-60795,Meta (FB/IG),32.91,115,3
M-60796,SEO/Direct,4.72,537,2
M-60797,SEO/Direct,5.26,278,1
M-60798,TikTok Ads,21.82,910,53
M-60799,Google Search,44.01,275,4
M-60800,Meta (FB/IG),38.13,109,1
M-60801,SEO/Direct,4.53,512,3
M-60802,TikTok Ads,20.87,755,42
M-60803,Google Search,41.85,969,18
M-60804,Meta (FB/IG),38.05,514,10
M-60805,Google Search,48.19,142,2
M-60806,Google Search,49.28,731,12
M-60807,Google Search,48.72,243,2
M-60808,Google Search,44.36,157,2
M-60809,SEO/Direct,5.2,736,3
M-60810,Meta (FB/IG),31.75,204,5
M-60811,Google Search,46.8,130,1
M-60812,SEO/Direct,4.71,673,3
M-60813,SEO/Direct,5.22,316,1
M-60814,Google Search,42.22,807,11
M-60815,Meta (FB/IG),35.62,384,5
M-60816,Meta (FB/IG),35.9,983,21
M-60817,Google Search,45.67,466,4
M-60818,Meta (FB/IG),34.82,102,2
M-60819,Meta (FB/IG),34.8,775,17
M-60820,SEO/Direct,4.72,302,1
M-60821,Google Search,41.67,533,6
M-60822,Google Search,47.83,398,5
M-60823,TikTok Ads,22.55,905,57
M-60824,Google Search,40.69,612,8
M-60825,TikTok Ads,21.16,644,37
M-60826,Meta (FB/IG),37.23,444,6
M-60827,Meta (FB/IG),31.6,756,20
M-60828,Meta (FB/IG),37.57,612,12
M-60829,Meta (FB/IG),34.22,259,6
M-60830,SEO/Direct,4.5,141,0
M-60831,Meta (FB/IG),34.57,507,9
M-60832,TikTok Ads,20.44,610,36
M-60833,SEO/Direct,4.61,290,1
M-60834,SEO/Direct,4.58,333,2
M-60835,SEO/Direct,4.81,232,1
M-60836,SEO/Direct,5.03,595,2
M-60837,SEO/Direct,4.69,120,0
M-60838,Google Search,42.07,541,7
M-60839,Google Search,46.52,352,3
M-60840,Google Search,48.99,834,15
M-60841,Google Search,41.98,906,13
M-60842,Google Search,42.43,449,4
M-60843,SEO/Direct,4.93,842,5
M-60844,SEO/Direct,5.0,843,2
M-60845,TikTok Ads,20.22,848,53
M-60846,SEO/Direct,5.37,894,4
M-60847,SEO/Direct,5.16,835,3
M-60848,SEO/Direct,5.27,579,1
M-60849,Meta (FB/IG),33.54,135,2
M-60850,SEO/Direct,5.39,578,4
M-60851,Google Search,41.62,458,5
M-60852,SEO/Direct,5.48,907,3
M-60853,Google Search,45.26,499,4
M-60854,Meta (FB/IG),35.46,101,2
M-60855,SEO/Direct,5.49,482,2
M-60856,Meta (FB/IG),33.87,989,23
M-60857,Google Search,42.56,917,7
M-60858,Google Search,40.98,654,12
M-60859,Meta (FB/IG),33.99,873,31
M-60860,SEO/Direct,4.88,362,2
M-60861,TikTok Ads,21.56,771,23
M-60862,Meta (FB/IG),37.12,551,17
M-60863,TikTok Ads,22.94,121,6
M-60864,Google Search,47.6,698,6
M-60865,Google Search,45.94,279,4
M-60866,SEO/Direct,4.77,742,4
M-60867,TikTok Ads,20.32,934,54
M-60868,TikTok Ads,23.07,267,15
M-60869,SEO/Direct,4.82,524,1
M-60870,SEO/Direct,4.53,977,5
M-60871,SEO/Direct,5.44,235,0
M-60872,SEO/Direct,4.85,597,4
M-60873,Google Search,43.09,225,3
M-60874,Google Search,45.92,937,20
M-60875,Google Search,41.9,696,10
M-60876,Google Search,45.33,838,17
M-60877,Meta (FB/IG),35.97,517,12
M-60878,Meta (FB/IG),32.57,632,8
M-60879,Meta (FB/IG),36.88,672,24
M-60880,Meta (FB/IG),33.37,189,3
M-60881,Google Search,46.66,143,2
M-60882,SEO/Direct,4.55,991,3
M-60883,Google Search,44.8,286,2
M-60884,Google Search,43.14,245,4
M-60885,Meta (FB/IG),37.06,383,9
M-60886,Meta (FB/IG),34.28,637,22
M-60887,SEO/Direct,4.96,674,2
M-60888,Google Search,43.69,566,10
M-60889,SEO/Direct,4.96,641,3
M-60890,SEO/Direct,4.64,920,6
M-60891,Google Search,42.08,297,3
M-60892,Meta (FB/IG),35.73,989,18
M-60893,SEO/Direct,4.51,534,1
M-60894,SEO/Direct,4.61,111,0
M-60895,Google Search,44.78,260,5
M-60896,Meta (FB/IG),32.36,831,13
M-60897,SEO/Direct,5.42,684,3
M-60898,SEO/Direct,4.58,127,0
M-60899,TikTok Ads,23.94,711,24
M-60900,SEO/Direct,4.9,378,2
M-60901,Meta (FB/IG),34.05,706,15
M-60902,TikTok Ads,23.1,491,27
M-60903,SEO/Direct,5.2,194,1
M-60904,SEO/Direct,4.97,290,2
M-60905,TikTok Ads,23.27,961,37
M-60906,Meta (FB/IG),36.02,470,9
M-60907,Meta (FB/IG),35.73,726,13
M-60908,TikTok Ads,20.5,380,10
M-60909,TikTok Ads,21.17,350,8
M-60910,SEO/Direct,4.7,755,2
M-60911,TikTok Ads,21.91,516,24
M-60912,TikTok Ads,21.28,379,10
M-60913,Google Search,42.01,815,11
M-60914,SEO/Direct,4.61,895,5
M-60915,TikTok Ads,20.64,564,27
M-60916,TikTok Ads,22.44,649,15
M-60917,SEO/Direct,4.79,589,3
M-60918,SEO/Direct,5.09,615,2
M-60919,TikTok Ads,22.2,875,31
M-60920,Google Search,43.29,134,2
M-60921,Meta (FB/IG),34.43,646,8
M-60922,SEO/Direct,5.22,706,3
M-60923,SEO/Direct,5.2,743,1
M-60924,SEO/Direct,5.4,602,2
M-60925,SEO/Direct,5.39,159,0
M-60926,Google Search,41.23,939,7
M-60927,SEO/Direct,4.51,836,2
M-60928,Meta (FB/IG),34.95,531,14
M-60929,Meta (FB/IG),34.3,577,21
M-60930,TikTok Ads,21.19,225,12
M-60931,SEO/Direct,4.83,671,2
M-60932,TikTok Ads,22.58,962,45
M-60933,TikTok Ads,20.78,873,55
M-60934,TikTok Ads,23.65,807,29
M-60935,Meta (FB/IG),32.46,645,15
M-60936,TikTok Ads,22.62,750,28
M-60937,Meta (FB/IG),32.44,471,15
M-60938,SEO/Direct,4.66,415,2
M-60939,TikTok Ads,20.85,104,5
M-60940,Meta (FB/IG),37.73,225,3
M-60941,Meta (FB/IG),37.12,857,11
M-60942,Google Search,48.83,649,10
M-60943,Google Search,40.72,909,16
M-60944,Google Search,43.23,825,15
M-60945,Meta (FB/IG),35.48,278,4
M-60946,TikTok Ads,21.25,419,15
M-60947,Google Search,42.57,814,7
M-60948,TikTok Ads,23.66,690,20
M-60949,TikTok Ads,22.11,278,7
M-60950,SEO/Direct,5.01,303,1
M-60951,SEO/Direct,5.39,980,3
M-60952,SEO/Direct,5.39,797,2
M-60953,SEO/Direct,4.96,211,1
M-60954,TikTok Ads,22.84,979,58
M-60955,TikTok Ads,24.2,601,13
M-60956,Meta (FB/IG),32.12,532,15
M-60957,SEO/Direct,4.98,525,3
M-60958,Meta (FB/IG),32.96,621,18
M-60959,Meta (FB/IG),35.33,833,16
M-60960,TikTok Ads,20.63,434,11
M-60961,Meta (FB/IG),33.41,288,8
M-60962,Google Search,47.88,533,4
M-60963,Meta (FB/IG),31.57,334,10
M-60964,SEO/Direct,4.79,570,3
M-60965,Google Search,40.96,609,11
M-60966,SEO/Direct,4.88,267,1
M-60967,TikTok Ads,21.25,493,16
M-60968,Meta (FB/IG),33.77,183,4
M-60969,TikTok Ads,23.18,645,38
M-60970,SEO/Direct,5.5,496,2
M-60971,TikTok Ads,22.18,480,21
M-60972,Meta (FB/IG),37.75,387,10
M-60973,Meta (FB/IG),34.6,770,25
M-60974,TikTok Ads,23.88,284,9
M-60975,SEO/Direct,4.86,546,2
M-60976,SEO/Direct,4.61,598,2
M-60977,Meta (FB/IG),36.79,617,9
M-60978,Google Search,49.46,339,6
M-60979,Meta (FB/IG),37.06,602,17
M-60980,Google Search,49.15,949,9
M-60981,Google Search,43.3,790,11
M-60982,SEO/Direct,4.95,173,0
M-60983,TikTok Ads,22.71,321,8
M-60984,Google Search,47.9,535,8
M-60985,Google Search,45.19,591,13
M-60986,Meta (FB/IG),35.23,781,26
M-60987,Meta (FB/IG),34.24,525,8
M-60988,TikTok Ads,20.02,664,26
M-60989,SEO/Direct,4.79,550,3
M-60990,SEO/Direct,4.83,860,3
M-60991,SEO/Direct,4.88,456,1
M-60992,Meta (FB/IG),35.66,396,6
M-60993,SEO/Direct,5.41,853,6
M-60994,Google Search,46.66,933,20
M-60995,SEO/Direct,5.3,258,0
M-60996,TikTok Ads,23.06,289,18
M-60997,Meta (FB/IG),35.76,836,12
M-60998,TikTok Ads,20.42,748,49
M-60999,Meta (FB/IG),37.88,756,13
M-61000,TikTok Ads,21.48,241,13
M-61001,SEO/Direct,5.05,162,0
M-61002,Meta (FB/IG),33.13,177,5
M-61003,Google Search,41.01,225,1
M-61004,SEO/Direct,5.25,501,3
M-61005,Meta (FB/IG),36.92,440,14
M-61006,Meta (FB/IG),37.11,462,11
M-61007,Meta (FB/IG),31.79,736,10
M-61008,Meta (FB/IG),32.31,164,5
M-61009,TikTok Ads,21.55,488,27
M-61010,Google Search,44.85,756,9
M-61011,TikTok Ads,21.59,652,32
M-61012,Meta (FB/IG),33.4,363,4
M-61013,Meta (FB/IG),32.71,509,7
M-61014,Meta (FB/IG),35.86,401,12
M-61015,TikTok Ads,19.96,643,17
M-61016,TikTok Ads,20.98,683,28
M-61017,TikTok Ads,21.22,614,22
M-61018,Google Search,40.77,174,1
M-61019,Google Search,48.04,723,11
M-61020,Meta (FB/IG),33.58,699,24
M-61021,TikTok Ads,20.31,693,16
M-61022,TikTok Ads,21.1,440,20
M-61023,TikTok Ads,24.14,388,14
M-61024,Meta (FB/IG),36.75,711,22
M-61025,Meta (FB/IG),35.91,501,13
M-61026,SEO/Direct,4.98,306,1
M-61027,SEO/Direct,4.78,750,3
M-61028,SEO/Direct,4.95,403,2
M-61029,TikTok Ads,22.35,169,9
M-61030,Meta (FB/IG),32.34,797,21
M-61031,SEO/Direct,4.77,189,0
M-61032,TikTok Ads,20.05,165,8
M-61033,TikTok Ads,23.94,985,62
M-61034,TikTok Ads,20.26,264,9
M-61035,Meta (FB/IG),32.36,368,5
M-61036,TikTok Ads,22.46,623,24
M-61037,TikTok Ads,23.24,200,5
M-61038,Google Search,49.24,261,5
M-61039,Google Search,42.11,589,7
M-61040,SEO/Direct,5.28,243,0
M-61041,SEO/Direct,4.96,347,1
M-61042,TikTok Ads,21.58,859,34
M-61043,Google Search,45.21,903,19
M-61044,TikTok Ads,21.53,548,29
M-61045,Meta (FB/IG),37.86,668,20
M-61046,Google Search,46.05,865,7
M-61047,SEO/Direct,5.02,172,1
M-61048,SEO/Direct,4.97,326,1
M-61049,SEO/Direct,5.26,992,7
M-61050,Google Search,44.42,120,2
M-61051,Google Search,45.54,684,7
M-61052,SEO/Direct,5.11,880,5
M-61053,Google Search,47.29,677,10
M-61054,SEO/Direct,5.11,496,3
M-61055,TikTok Ads,22.86,676,42
M-61056,Google Search,45.47,669,5
M-61057,SEO/Direct,5.29,536,2
M-61058,TikTok Ads,23.26,846,39
M-61059,Meta (FB/IG),34.52,432,8
M-61060,TikTok Ads,22.72,351,10
M-61061,TikTok Ads,20.68,799,51
M-61062,SEO/Direct,4.6,545,3
M-61063,Google Search,44.41,838,12
M-61064,Meta (FB/IG),37.42,319,8
M-61065,SEO/Direct,4.91,870,4
M-61066,TikTok Ads,22.5,984,29
M-61067,TikTok Ads,23.4,142,7
M-61068,Meta (FB/IG),32.22,983,21
M-61069,TikTok Ads,21.67,278,10
M-61070,Meta (FB/IG),34.48,974,35
M-61071,TikTok Ads,21.15,301,15
M-61072,Meta (FB/IG),32.16,802,15
M-61073,SEO/Direct,5.21,280,0
M-61074,Google Search,44.31,428,5
M-61075,Meta (FB/IG),35.62,126,4
M-61076,Google Search,45.19,966,7
M-61077,Meta (FB/IG),34.5,566,13
M-61078,SEO/Direct,5.21,952,2
M-61079,TikTok Ads,19.8,747,34
M-61080,SEO/Direct,5.37,277,1
M-61081,SEO/Direct,5.45,692,2
M-61082,Google Search,46.07,709,10
M-61083,Meta (FB/IG),34.22,708,14
M-61084,SEO/Direct,5.4,619,2
M-61085,TikTok Ads,21.69,447,22
M-61086,Google Search,47.78,440,3
M-61087,SEO/Direct,4.85,944,5
M-61088,Google Search,45.57,477,4
M-61089,Meta (FB/IG),36.25,471,14
M-61090,Google Search,44.85,485,3
M-61091,SEO/Direct,5.2,349,1
M-61092,Google Search,44.2,219,4
M-61093,SEO/Direct,4.91,670,2
M-61094,SEO/Direct,4.68,590,3
M-61095,Google Search,45.87,897,10
M-61096,TikTok Ads,21.97,232,10
M-61097,Meta (FB/IG),37.07,769,20
M-61098,TikTok Ads,22.24,380,16
M-61099,SEO/Direct,5.17,544,2
M-61100,SEO/Direct,5.11,701,2
M-61101,Google Search,41.47,767,9
M-61102,Meta (FB/IG),32.22,766,14
M-61103,SEO/Direct,5.46,340,1
M-61104,Google Search,41.44,358,2
M-61105,SEO/Direct,4.94,242,1
M-61106,Meta (FB/IG),37.51,740,9
M-61107,SEO/Direct,4.87,791,2
M-61108,SEO/Direct,5.29,841,6
M-61109,TikTok Ads,20.7,967,62
M-61110,Meta (FB/IG),34.02,254,4
M-61111,SEO/Direct,5.24,243,1
M-61112,TikTok Ads,23.72,317,14
M-61113,TikTok Ads,21.4,435,11
M-61114,Google Search,48.43,890,18
M-61115,TikTok Ads,22.18,747,23
M-61116,Meta (FB/IG),38.15,725,16
M-61117,Meta (FB/IG),31.67,146,2
M-61118,Google Search,47.08,286,5
M-61119,Meta (FB/IG),31.78,523,16
M-61120,Google Search,48.3,113,1
M-61121,SEO/Direct,4.57,132,0
M-61122,TikTok Ads,24.13,649,32
M-61123,TikTok Ads,22.0,967,23
M-61124,TikTok Ads,22.67,437,21
M-61125,TikTok Ads,23.67,290,17
M-61126,TikTok Ads,20.17,930,57
M-61127,Meta (FB/IG),38.18,934,23
M-61128,Meta (FB/IG),34.08,350,5
M-61129,Google Search,47.19,242,5
M-61130,Google Search,40.89,403,4
M-61131,TikTok Ads,21.64,190,11
M-61132,Meta (FB/IG),37.29,495,16
M-61133,Google Search,42.16,795,10
M-61134,Google Search,48.54,554,9
M-61135,Meta (FB/IG),33.74,932,26
M-61136,SEO/Direct,4.76,783,3
M-61137,Meta (FB/IG),34.95,620,23
M-61138,Meta (FB/IG),35.34,366,4
M-61139,SEO/Direct,4.62,613,2
M-61140,Meta (FB/IG),31.68,527,18
M-61141,Meta (FB/IG),34.83,536,17
M-61142,Google Search,46.82,856,8
M-61143,SEO/Direct,4.87,743,3
M-61144,TikTok Ads,21.29,950,26
M-61145,Google Search,40.66,953,20
M-61146,TikTok Ads,22.47,463,27
M-61147,Google Search,47.98,764,7
M-61148,SEO/Direct,5.37,638,3
M-61149,Meta (FB/IG),35.11,356,10
M-61150,TikTok Ads,22.13,249,6
M-61151,Google Search,42.25,121,0
M-61152,SEO/Direct,4.92,483,2
M-61153,Meta (FB/IG),34.69,693,13
M-61154,Google Search,48.32,726,15
M-61155,Meta (FB/IG),34.08,865,24
M-61156,Meta (FB/IG),38.32,984,27
M-61157,SEO/Direct,4.99,371,2
M-61158,Google Search,43.96,393,3
M-61159,Meta (FB/IG),33.91,634,8
M-61160,SEO/Direct,5.39,996,5
M-61161,Meta (FB/IG),37.04,126,4
M-61162,Meta (FB/IG),38.18,955,23
M-61163,Meta (FB/IG),34.48,377,9
M-61164,Meta (FB/IG),37.17,766,15
M-61165,TikTok Ads,21.56,231,14
M-61166,Google Search,46.6,641,14
M-61167,SEO/Direct,4.54,617,2
M-61168,SEO/Direct,5.21,136,0
M-61169,TikTok Ads,20.62,435,26
M-61170,SEO/Direct,5.18,262,0
M-61171,SEO/Direct,5.39,394,1
M-61172,Meta (FB/IG),35.05,624,11
M-61173,SEO/Direct,4.58,248,1
M-61174,Google Search,45.95,395,6
M-61175,Meta (FB/IG),37.26,939,23
M-61176,SEO/Direct,4.59,832,5
M-61177,Google Search,43.0,919,17
M-61178,Meta (FB/IG),32.5,478,8
M-61179,Meta (FB/IG),34.62,222,3
M-61180,TikTok Ads,23.34,202,4
M-61181,Meta (FB/IG),36.41,717,18
M-61182,Meta (FB/IG),32.07,552,15
M-61183,Meta (FB/IG),34.22,182,5
M-61184,SEO/Direct,4.59,149,0
M-61185,Meta (FB/IG),36.48,185,3
M-61186,TikTok Ads,20.83,286,18
M-61187,TikTok Ads,21.55,714,21
M-61188,TikTok Ads,21.62,380,16
M-61189,SEO/Direct,4.87,631,4
M-61190,Meta (FB/IG),36.96,904,14
M-61191,TikTok Ads,21.8,815,52
M-61192,Meta (FB/IG),32.06,105,3
M-61193,TikTok Ads,23.38,341,19
M-61194,Google Search,47.97,211,4
M-61195,TikTok Ads,21.33,682,37
M-61196,SEO/Direct,5.13,573,3
M-61197,Meta (FB/IG),36.66,637,19
M-61198,Google Search,43.46,889,7
M-61199,SEO/Direct,4.85,812,5
M-61200,SEO/Direct,5.23,319,1
M-61201,SEO/Direct,5.48,154,0
M-61202,Google Search,49.5,432,4
M-61203,Google Search,42.17,572,9
M-61204,SEO/Direct,4.87,148,0
M-61205,SEO/Direct,4.68,231,1
M-61206,TikTok Ads,21.77,502,27
M-61207,Meta (FB/IG),34.66,939,22
M-61208,TikTok Ads,23.99,527,29
M-61209,TikTok Ads,23.78,268,13
M-61210,Google Search,48.18,193,1
M-61211,TikTok Ads,20.99,955,64
M-61212,SEO/Direct,5.17,480,3
M-61213,Meta (FB/IG),36.79,745,14
M-61214,SEO/Direct,5.05,730,2
M-61215,Meta (FB/IG),32.37,411,9
M-61216,Meta (FB/IG),31.94,250,7
M-61217,Meta (FB/IG),32.71,618,7
M-61218,Meta (FB/IG),34.04,571,7
M-61219,SEO/Direct,5.31,795,3
M-61220,Google Search,48.17,615,10
M-61221,TikTok Ads,20.93,564,28
M-61222,Google Search,48.9,387,5
M-61223,TikTok Ads,23.85,326,8
M-61224,SEO/Direct,4.59,103,0
M-61225,Meta (FB/IG),36.45,243,4
M-61226,Google Search,48.0,959,18
M-61227,Google Search,43.11,570,7
M-61228,TikTok Ads,21.56,645,39
M-61229,Google Search,48.13,634,5
M-61230,Meta (FB/IG),31.97,625,13
M-61231,TikTok Ads,23.21,852,52
M-61232,SEO/Direct,4.52,200,1
M-61233,Google Search,47.37,117,2
M-61234,Meta (FB/IG),37.93,389,8
M-61235,Meta (FB/IG),36.95,876,19
M-61236,Google Search,41.39,636,6
M-61237,Meta (FB/IG),36.69,364,7
M-61238,TikTok Ads,23.21,525,13
M-61239,Google Search,44.81,654,12
M-61240,SEO/Direct,5.49,415,2
M-61241,SEO/Direct,5.4,271,0
M-61242,SEO/Direct,4.77,286,2
M-61243,SEO/Direct,4.57,348,1
M-61244,TikTok Ads,20.99,328,13
M-61245,SEO/Direct,5.39,617,2
M-61246,TikTok Ads,21.45,389,11
M-61247,Meta (FB/IG),31.96,695,19
M-61248,Google Search,47.28,812,10
M-61249,TikTok Ads,23.46,605,22
M-61250,Meta (FB/IG),37.31,299,9
M-61251,Meta (FB/IG),38.1,367,13
M-61252,Google Search,44.36,226,4
M-61253,Google Search,42.12,449,5
M-61254,Google Search,43.85,345,2
M-61255,Meta (FB/IG),36.64,381,7
M-61256,Google Search,47.4,963,12
M-61257,Meta (FB/IG),31.76,810,25
M-61258,TikTok Ads,20.25,300,14
M-61259,SEO/Direct,4.86,793,3
M-61260,Meta (FB/IG),35.68,690,23
M-61261,TikTok Ads,23.36,402,16
M-61262,Meta (FB/IG),31.54,198,7
M-61263,SEO/Direct,5.07,837,3
M-61264,TikTok Ads,22.15,265,7
M-61265,SEO/Direct,4.65,667,2
M-61266,TikTok Ads,24.11,666,39
M-61267,TikTok Ads,23.78,886,24
M-61268,Meta (FB/IG),34.4,603,20
M-61269,SEO/Direct,5.28,160,0
M-61270,Google Search,48.87,677,8
M-61271,SEO/Direct,5.14,715,1
M-61272,TikTok Ads,19.91,468,30
M-61273,Meta (FB/IG),37.44,902,33
M-61274,TikTok Ads,23.31,447,21
M-61275,SEO/Direct,4.86,473,2
M-61276,SEO/Direct,4.86,553,3
M-61277,Meta (FB/IG),31.75,655,17
M-61278,TikTok Ads,23.32,562,25
M-61279,Meta (FB/IG),36.32,696,24
M-61280,Google Search,45.13,911,12
M-61281,Google Search,42.15,326,3
M-61282,TikTok Ads,23.52,710,46
M-61283,Google Search,48.07,157,2
M-61284,Meta (FB/IG),35.3,999,22
M-61285,TikTok Ads,21.2,988,54
M-61286,Meta (FB/IG),34.42,234,4
M-61287,SEO/Direct,5.41,478,3
M-61288,Meta (FB/IG),33.81,894,14
M-61289,Google Search,45.48,676,8
M-61290,Meta (FB/IG),38.47,451,13
M-61291,SEO/Direct,4.73,162,0
M-61292,Meta (FB/IG),33.87,744,21
M-61293,Meta (FB/IG),36.41,475,16
M-61294,TikTok Ads,19.8,269,16
M-61295,SEO/Direct,4.65,532,2
M-61296,Google Search,47.24,504,8
M-61297,Google Search,45.69,684,10
M-61298,Meta (FB/IG),35.99,310,7
M-61299,Meta (FB/IG),32.96,542,13
M-61300,TikTok Ads,21.96,882,57
M-61301,Meta (FB/IG),31.68,450,12
M-61302,SEO/Direct,4.93,939,3
M-61303,SEO/Direct,4.56,452,1
M-61304,SEO/Direct,5.34,322,0
M-61305,Google Search,42.13,106,1
M-61306,Google Search,45.6,442,8
M-61307,TikTok Ads,23.73,719,17
M-61308,Google Search,41.92,226,1
M-61309,TikTok Ads,23.91,947,50
M-61310,Meta (FB/IG),38.36,642,11
M-61311,SEO/Direct,5.15,513,1
M-61312,Meta (FB/IG),32.82,529,8
M-61313,Meta (FB/IG),38.31,694,19
M-61314,Google Search,49.45,465,10
M-61315,Meta (FB/IG),32.81,782,10
M-61316,Meta (FB/IG),37.71,116,3
M-61317,SEO/Direct,5.3,760,4
M-61318,Google Search,48.94,107,2
M-61319,Meta (FB/IG),32.91,887,24
M-61320,Google Search,49.3,436,9
M-61321,Meta (FB/IG),33.45,252,7
M-61322,SEO/Direct,5.3,369,1
M-61323,Meta (FB/IG),31.59,794,10
M-61324,TikTok Ads,23.9,769,29
M-61325,Meta (FB/IG),36.03,554,15
M-61326,Google Search,47.97,131,2
M-61327,Meta (FB/IG),32.84,418,12
M-61328,Google Search,45.11,574,12
M-61329,Google Search,48.46,904,14
M-61330,Meta (FB/IG),35.3,698,17
M-61331,Meta (FB/IG),36.96,773,13
M-61332,Google Search,44.12,614,4
M-61333,Meta (FB/IG),36.79,226,3
M-61334,Meta (FB/IG),37.01,549,13
M-61335,SEO/Direct,5.44,726,3
M-61336,TikTok Ads,21.16,199,11
M-61337,Google Search,48.54,908,20
M-61338,Google Search,48.86,463,3
M-61339,Google Search,44.02,133,1
M-61340,TikTok Ads,23.72,829,44
M-61341,Meta (FB/IG),36.59,958,35
M-61342,SEO/Direct,4.83,360,1
M-61343,Meta (FB/IG),34.12,659,13
M-61344,Meta (FB/IG),35.76,418,14
M-61345,SEO/Direct,4.97,457,1
M-61346,SEO/Direct,4.6,883,5
M-61347,SEO/Direct,4.77,316,1
M-61348,Google Search,48.72,395,4
M-61349,TikTok Ads,20.9,599,35
M-61350,Google Search,46.4,677,7
M-61351,TikTok Ads,22.99,396,26
M-61352,TikTok Ads,23.2,798,25
M-61353,Google Search,45.35,920,14
M-61354,TikTok Ads,23.56,957,30
M-61355,Google Search,45.37,510,10
M-61356,SEO/Direct,5.01,220,1
M-61357,Meta (FB/IG),33.25,442,11
M-61358,Google Search,45.32,579,4
M-61359,TikTok Ads,21.87,471,21
M-61360,SEO/Direct,5.01,602,3
M-61361,SEO/Direct,4.53,227,0
M-61362,Meta (FB/IG),32.43,687,20
M-61363,Google Search,42.54,643,9
M-61364,Meta (FB/IG),37.63,622,13
M-61365,Meta (FB/IG),37.32,226,7
M-61366,Meta (FB/IG),37.89,106,2
M-61367,SEO/Direct,5.04,446,1
M-61368,TikTok Ads,20.31,707,19
M-61369,Google Search,42.47,880,16
M-61370,SEO/Direct,4.79,978,3
M-61371,TikTok Ads,23.9,737,43
M-61372,Meta (FB/IG),34.01,492,11
M-61373,Google Search,45.42,847,10
M-61374,SEO/Direct,4.52,467,2
M-61375,TikTok Ads,23.39,955,43
M-61376,TikTok Ads,20.67,320,8
M-61377,Meta (FB/IG),38.34,168,4
M-61378,Google Search,41.21,857,7
M-61379,TikTok Ads,21.66,517,19
M-61380,SEO/Direct,4.93,121,0
M-61381,SEO/Direct,4.68,832,4
M-61382,SEO/Direct,4.84,767,3
M-61383,Google Search,41.1,378,7
M-61384,TikTok Ads,20.8,538,19
M-61385,Google Search,41.92,234,2
M-61386,TikTok Ads,22.85,679,42
M-61387,TikTok Ads,20.38,428,14
M-61388,Meta (FB/IG),36.95,521,15
M-61389,Meta (FB/IG),34.07,195,4
M-61390,Meta (FB/IG),31.84,176,5
M-61391,TikTok Ads,21.74,317,21
M-61392,TikTok Ads,22.64,589,24
M-61393,Google Search,46.84,818,16
M-61394,TikTok Ads,22.98,908,47
M-61395,SEO/Direct,5.5,545,2
M-61396,SEO/Direct,4.85,902,5
M-61397,TikTok Ads,22.48,301,16
M-61398,Google Search,44.69,404,7
M-61399,TikTok Ads,22.56,802,49
M-61400,Google Search,44.99,151,2
M-61401,Google Search,47.6,968,16
M-61402,Meta (FB/IG),38.1,478,10
M-61403,Google Search,46.18,190,3
M-61404,Meta (FB/IG),32.56,456,11
M-61405,Google Search,45.63,309,5
M-61406,SEO/Direct,4.71,764,4
M-61407,SEO/Direct,5.34,353,2
M-61408,Meta (FB/IG),32.68,840,25
M-61409,Google Search,44.26,493,5
M-61410,SEO/Direct,4.67,925,6
M-61411,Meta (FB/IG),33.66,341,12
M-61412,Google Search,46.24,355,6
M-61413,SEO/Direct,4.53,324,0
M-61414,Meta (FB/IG),37.68,147,2
M-61415,TikTok Ads,19.81,101,5
M-61416,Meta (FB/IG),34.64,696,25
M-61417,Meta (FB/IG),31.93,656,10
M-61418,TikTok Ads,23.46,784,25
